BHK,Size,StayFloor,Bathrooms,Furnishing Status,Tenant Type,Area Type,Area Locality,Rent,,City,Point of Contact
3,1400,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Virugambakkam,34999,,Chennai,Contact Agent
1,550,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Mahindra World City,7000,,Chennai,Contact Owner
1,520,1,1,Semi-Furnished,Bachelors/Family,Super Area,Semmancheri,10500,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Valasaravakkam, Arcot Road",15000,,Chennai,Contact Owner
2,700,2,2,Semi-Furnished,Bachelors/Family,Super Area,Nanmangalam,10000,,Chennai,Contact Owner
1,400,1,1,Semi-Furnished,Bachelors/Family,Super Area,Medavakkam,7000,,Chennai,Contact Owner
4,2280,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,Mylapore,200000,,Chennai,Contact Agent
2,826,2,2,Semi-Furnished,Bachelors/Family,Super Area,Medavakkam,12000,,Chennai,Contact Owner
2,1050,2,2,Semi-Furnished,Bachelors/Family,Super Area,Sembakkam,10000,,Chennai,Contact Owner
2,700,2,2,Semi-Furnished,Bachelors/Family,Super Area,Alandur,15000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Thoraipakkam,19000,,Chennai,Contact Agent
2,850,2,2,Furnished,Bachelors/Family,Super Area,"Old Pallavaram, Alandur",25000,,Chennai,Contact Owner
1,502,1,1,Unfurnished,Bachelors/Family,Super Area,T Nagar,10000,,Chennai,Contact Owner
2,925,2,2,Unfurnished,Bachelors,Carpet Area,Nest bliss sholinganallur,13000,,Chennai,Contact Owner
2,500,1,1,Unfurnished,Bachelors/Family,Super Area,Kolathur,12500,,Chennai,Contact Owner
2,950,2,2,Unfurnished,Bachelors/Family,Super Area,Adambakkam,10000,,Chennai,Contact Owner
2,930,2,2,Semi-Furnished,Bachelors/Family,Super Area,Mogappair East,16000,,Chennai,Contact Owner
2,950,2,2,Semi-Furnished,Family,Carpet Area,Menambedu,11000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Devi Karumariamman Nagar, Velachery",13000,,Chennai,Contact Owner
2,950,1,1,Semi-Furnished,Family,Super Area,"Neelankarai, E Coast Road",15000,,Chennai,Contact Owner
3,1100,2,2,Unfurnished,Family,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",15000,,Chennai,Contact Owner
2,750,3,3,Unfurnished,Bachelors/Family,Super Area,Anna Nagar,20000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Thalambur,12000,,Chennai,Contact Owner
2,950,2,2,Unfurnished,Bachelors,Carpet Area,Vettuvankeni,600000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Family,Super Area,"Narayanapuram, Kovilambakkam",11000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors,Carpet Area,Kodambakkam,10000,,Chennai,Contact Agent
3,1500,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Porur,30000,,Chennai,Contact Agent
1,550,1,1,Furnished,Bachelors/Family,Super Area,"Padur, Old Mahabalipuram Road",8000,,Chennai,Contact Owner
1,400,1,1,Semi-Furnished,Bachelors/Family,Super Area,Nanmangalam,7000,,Chennai,Contact Owner
1,550,1,1,Unfurnished,Bachelors,Carpet Area,"Luz, Mylapore",10000,,Chennai,Contact Owner
2,730,1,1,Unfurnished,Bachelors/Family,Super Area,Ambattur,9300,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Family,Carpet Area,Kambar Nagar-Kolathur,10500,,Chennai,Contact Owner
2,975,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Kovilambakkam,16000,,Chennai,Contact Agent
2,1800,2,2,Semi-Furnished,Bachelors/Family,Super Area,Old Mahabalipuram Road,20000,,Chennai,Contact Owner
2,745,2,2,Semi-Furnished,Bachelors/Family,Super Area,Ambattur,9000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Family,Carpet Area,Medavakkam,18000,,Chennai,Contact Agent
2,600,2,2,Unfurnished,Family,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road",10000,,Chennai,Contact Owner
2,600,2,2,Unfurnished,Bachelors/Family,Super Area,Saidapet,16000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors,Carpet Area,Kodambakkam,13500,,Chennai,Contact Owner
2,1030,2,2,Semi-Furnished,Bachelors/Family,Super Area,Thoraipakkam,16000,,Chennai,Contact Owner
2,833,2,2,Unfurnished,Bachelors/Family,Super Area,"Perungalathur, Chennai Bypass Road",8500,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Madipakkam,15000,,Chennai,Contact Owner
2,840,2,2,Unfurnished,Bachelors/Family,Carpet Area,rajakillpakkam,8200,,Chennai,Contact Owner
2,750,2,2,Furnished,Family,Carpet Area,Velachery,20000,,Chennai,Contact Owner
2,950,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Kattupakkam, PH Road",9000,,Chennai,Contact Owner
1,550,1,1,Semi-Furnished,Bachelors/Family,Super Area,Anna Nagar,13500,,Chennai,Contact Owner
3,1125,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Purasawalkam, PH Road",26000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Carpet Area,Tiruvottiyur,11000,,Chennai,Contact Owner
2,1100,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",18000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,"Kubera Nagar, Madipakkam",10000,,Chennai,Contact Owner
3,1250,3,3,Semi-Furnished,Bachelors,Carpet Area,T Nagar,40000,,Chennai,Contact Agent
2,1100,2,2,Unfurnished,Bachelors/Family,Super Area,Vadapalani,24000,,Chennai,Contact Owner
1,475,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Sholinganallur,18000,,Chennai,Contact Agent
2,530,1,1,Semi-Furnished,Bachelors/Family,Super Area,Jyothi Nagar-Ekkatuthangal,11000,,Chennai,Contact Owner
2,1050,2,2,Semi-Furnished,Family,Carpet Area,Vadapalani,23000,,Chennai,Contact Agent
2,830,2,2,Semi-Furnished,Family,Super Area,Sembakkam,11000,,Chennai,Contact Owner
2,809,2,2,Unfurnished,Bachelors/Family,Super Area,"Chromepet, GST Road",8000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Kattupakkam, PH Road",15000,,Chennai,Contact Owner
1,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,"Santhosapuram, Medavakkam",9500,,Chennai,Contact Owner
2,1150,2,2,Semi-Furnished,Bachelors,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",13500,,Chennai,Contact Owner
1,750,1,1,Semi-Furnished,Bachelors/Family,Super Area,Porur Gardens,11000,,Chennai,Contact Owner
2,920,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Ullagaram, Pallavaram-Thuraipakkam Road",13000,,Chennai,Contact Owner
2,1050,2,2,Semi-Furnished,Family,Carpet Area,Vadapalani,25000,,Chennai,Contact Agent
2,1800,2,2,Unfurnished,Bachelors/Family,Super Area,Madambakkam,12000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors,Carpet Area,"Adyar, Sardar Patel Road",25000,,Chennai,Contact Agent
3,1062,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Siruseri,8500,,Chennai,Contact Owner
2,800,2,2,Unfurnished,Bachelors/Family,Super Area,Ambattur,8500,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Super Area,Thirumullaivoyal,5000,,Chennai,Contact Owner
2,900,1,1,Unfurnished,Bachelors/Family,Super Area,"Perungalathur, Chennai Bypass Road",8500,,Chennai,Contact Owner
4,2240,4,4,Furnished,Bachelors/Family,Carpet Area,Anna Nagar,100000,,Chennai,Contact Agent
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Kovur,7500,,Chennai,Contact Owner
1,750,1,1,Unfurnished,Bachelors/Family,Super Area,Pammal,7000,,Chennai,Contact Agent
3,1400,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Chromepet, GST Road",26000,,Chennai,Contact Owner
2,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,CBI Colony,12000,,Chennai,Contact Owner
2,1424,2,2,Semi-Furnished,Bachelors/Family,Super Area,kumari neo town,18000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors,Super Area,Arasankalani,13000,,Chennai,Contact Owner
3,2700,2,2,Furnished,Bachelors,Super Area,T Nagar,160000,,Chennai,Contact Agent
2,805,2,2,Unfurnished,Bachelors/Family,Super Area,"Urapakkam, Vandalur R.F, GST Road",8000,,Chennai,Contact Owner
1,434,1,1,Unfurnished,Bachelors/Family,Super Area,Thirumazhisai,6000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Perambur,12500,,Chennai,Contact Owner
1,595,1,1,Semi-Furnished,Bachelors/Family,Super Area,"Vengaivasal, Medavakkam",6500,,Chennai,Contact Owner
2,685,2,2,Unfurnished,Bachelors/Family,Super Area,Kolathur,10000,,Chennai,Contact Owner
2,1075,2,2,Semi-Furnished,Bachelors/Family,Super Area,Teachers's Colony-Lakshmipuram,12500,,Chennai,Contact Owner
3,1100,3,3,Semi-Furnished,Bachelors,Carpet Area,Velachery,22000,,Chennai,Contact Agent
2,950,2,2,Unfurnished,Family,Carpet Area,Madipakkam,17000,,Chennai,Contact Owner
3,1500,3,3,Unfurnished,Bachelors,Super Area,Semmenchery,20000,,Chennai,Contact Owner
3,1100,2,2,Semi-Furnished,Bachelors/Family,Super Area,Porur,22000,,Chennai,Contact Owner
2,1100,2,2,Semi-Furnished,Bachelors,Carpet Area,"Valasaravakkam, Arcot Road",11500,,Chennai,Contact Owner
3,1000,3,3,Unfurnished,Bachelors,Carpet Area,Keelkatalai,23000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Super Area,Mambalam West,19000,,Chennai,Contact Owner
3,1500,2,2,Semi-Furnished,Bachelors/Family,Super Area,CIT Nagar,45000,,Chennai,Contact Owner
3,1250,2,2,Semi-Furnished,Bachelors/Family,Super Area,Madipakkam,17000,,Chennai,Contact Owner
2,650,2,2,Unfurnished,Bachelors/Family,Carpet Area,Pallikaranai,9500,,Chennai,Contact Owner
3,1650,3,3,Unfurnished,Bachelors/Family,Super Area,"Valasaravakkam, Arcot Road",45000,,Chennai,Contact Agent
4,2317,4,4,Unfurnished,Bachelors/Family,Super Area,Sholinganallur,60000,,Chennai,Contact Agent
2,950,2,2,Semi-Furnished,Family,Super Area,"Radha Nagar, Chrompet",12000,,Chennai,Contact Owner
3,1700,3,3,Furnished,Bachelors/Family,Super Area,KK Nagar,40000,,Chennai,Contact Owner
3,1300,2,2,Furnished,Bachelors/Family,Super Area,Porur,16000,,Chennai,Contact Owner
2,805,2,2,Semi-Furnished,Bachelors/Family,Super Area,Madipakkam,9000,,Chennai,Contact Owner
2,1109,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Adyar, Thiruvanmiyur, Chennai",35000,,Chennai,Contact Owner
1,300,1,1,Unfurnished,Bachelors,Super Area,Tiruvottiyur,4000,,Chennai,Contact Owner
2,700,1,1,Unfurnished,Bachelors/Family,Super Area,Tharamani,11000,,Chennai,Contact Owner
2,950,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Manali, Manali High Road",9500,,Chennai,Contact Owner
3,1290,3,3,Unfurnished,Bachelors/Family,Super Area,Poonamalle,25000,,Chennai,Contact Owner
2,950,2,2,Unfurnished,Bachelors/Family,Super Area,S.Kolathur,10000,,Chennai,Contact Owner
1,400,1,1,Furnished,Bachelors/Family,Super Area,Besant Nagar,12000,,Chennai,Contact Owner
2,2000,2,2,Furnished,Bachelors/Family,Super Area,Guduvancheri,19397,,Chennai,Contact Owner
2,939,2,2,Semi-Furnished,Bachelors/Family,Super Area,New Perungalathur,12000,,Chennai,Contact Owner
3,1200,3,3,Unfurnished,Bachelors/Family,Carpet Area,Kovur,10000,,Chennai,Contact Owner
2,1800,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",20000,,Chennai,Contact Owner
3,1200,2,2,Unfurnished,Bachelors/Family,Carpet Area,Madambakkam,15000,,Chennai,Contact Agent
2,1200,2,2,Semi-Furnished,Family,Super Area,Kodambakkam,28000,,Chennai,Contact Owner
3,1750,3,3,Unfurnished,Bachelors/Family,Super Area,Kuthanur,10000,,Chennai,Contact Owner
1,300,1,1,Unfurnished,Bachelors/Family,Super Area,Mogappair West,3500,,Chennai,Contact Owner
1,650,1,1,Unfurnished,Bachelors,Carpet Area,Sholinganallur,8000,,Chennai,Contact Owner
2,950,2,2,Semi-Furnished,Bachelors/Family,Super Area,Iyyappanthangal,13500,,Chennai,Contact Owner
3,1610,3,3,Semi-Furnished,Family,Super Area,Vadapalani,36000,,Chennai,Contact Agent
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,Kodungaiyur East,15000,,Chennai,Contact Owner
1,550,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Tambaram, GST Road",5000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,Nanmangalam,10000,,Chennai,Contact Owner
2,800,2,2,Unfurnished,Bachelors/Family,Super Area,Madipakkam,10000,,Chennai,Contact Owner
2,580,2,2,Semi-Furnished,Bachelors/Family,Super Area,Sholinganallur,8500,,Chennai,Contact Owner
2,950,2,2,Semi-Furnished,Bachelors/Family,Super Area,Nandanam,11000,,Chennai,Contact Owner
1,700,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Nemilichery, Chromepet",8000,,Chennai,Contact Owner
2,600,1,1,Semi-Furnished,Bachelors/Family,Super Area,"Bharathidasan Colony, KK Nagar",12000,,Chennai,Contact Owner
1,200,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mambalam West,5000,,Chennai,Contact Owner
1,600,1,1,Semi-Furnished,Bachelors/Family,Super Area,Iyyappanthangal,7000,,Chennai,Contact Owner
2,550,2,2,Unfurnished,Bachelors/Family,Super Area,Mylapore,15000,,Chennai,Contact Owner
1,600,1,1,Unfurnished,Bachelors/Family,Super Area,Mugalivakkam,10000,,Chennai,Contact Owner
3,1680,3,3,Semi-Furnished,Family,Super Area,Vadapalani,37500,,Chennai,Contact Agent
2,1100,2,2,Unfurnished,Bachelors/Family,Carpet Area,Kayarambedu,7000,,Chennai,Contact Owner
1,600,1,1,Unfurnished,Bachelors/Family,Super Area,"Chromepet, GST Road",6500,,Chennai,Contact Owner
2,820,2,2,Semi-Furnished,Family,Carpet Area,Purasaiwakkam,16000,,Chennai,Contact Owner
3,1125,3,3,Semi-Furnished,Family,Carpet Area,Vadapalani,34000,,Chennai,Contact Agent
2,973,2,2,Semi-Furnished,Family,Carpet Area,Padapai,11500,,Chennai,Contact Owner
2,780,1,1,Furnished,Bachelors/Family,Super Area,"Guindy Race Course, Guindy",15000,,Chennai,Contact Owner
1,400,1,1,Unfurnished,Bachelors/Family,Super Area,Mannivakkam,8000,,Chennai,Contact Owner
4,4000,4,4,Semi-Furnished,Bachelors/Family,Super Area,"Poes Garden, Teynampet",220000,,Chennai,Contact Agent
2,1000,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,T Nagar,22000,,Chennai,Contact Agent
3,3500,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,T Nagar,85000,,Chennai,Contact Agent
1,350,1,1,Semi-Furnished,Bachelors/Family,Super Area,Maduravoyal,6000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors,Carpet Area,Choolaimedu High Road,14000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,"Paddy field street,Perambur",11500,,Chennai,Contact Owner
1,550,1,1,Unfurnished,Bachelors/Family,Super Area,"Vimalapuram, Manali",6000,,Chennai,Contact Owner
3,2100,4,4,Semi-Furnished,Bachelors/Family,Super Area,Nanmangalam,24000,,Chennai,Contact Owner
3,1700,3,3,Semi-Furnished,Bachelors/Family,Super Area,Perumbakkam,32000,,Chennai,Contact Owner
3,1420,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Rajakipakkam, Sembakkam",16000,,Chennai,Contact Owner
2,950,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Duraisamy Nagar,13000,,Chennai,Contact Owner
2,780,2,2,Semi-Furnished,Bachelors/Family,Super Area,Pallikaranai,14000,,Chennai,Contact Owner
1,800,1,1,Unfurnished,Bachelors,Carpet Area,Jalladian Pet,7500,,Chennai,Contact Owner
2,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Koyambedu,10000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Semmancheri,18500,,Chennai,Contact Owner
2,750,2,2,Unfurnished,Bachelors/Family,Super Area,Royapettah,12000,,Chennai,Contact Owner
2,1200,2,2,Unfurnished,Bachelors/Family,Carpet Area,Cmbt,17000,,Chennai,Contact Owner
3,1152,3,3,Semi-Furnished,Family,Carpet Area,Vadapalani,35000,,Chennai,Contact Agent
2,843,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kovur,9000,,Chennai,Contact Owner
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,Semmancheri,13000,,Chennai,Contact Owner
2,1250,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Nandambakkam,27999,,Chennai,Contact Agent
2,650,2,2,Unfurnished,Bachelors/Family,Super Area,Kodambakkam,11000,,Chennai,Contact Owner
4,2600,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,Ranjith Road,140000,,Chennai,Contact Agent
1,700,1,1,Unfurnished,Bachelors/Family,Super Area,Indra Nagar,12000,,Chennai,Contact Owner
2,720,2,2,Unfurnished,Family,Carpet Area,"Sakthi Nagar, Adambakkam",13000,,Chennai,Contact Owner
4,3500,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,"Poes Garden, Teynampet",250000,,Chennai,Contact Agent
4,3000,4,4,Unfurnished,Bachelors,Carpet Area,"Egmore, PH Road",80000,,Chennai,Contact Agent
2,1144,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Iyyappanthangal,22999,,Chennai,Contact Agent
3,1750,3,3,Unfurnished,Bachelors,Carpet Area,Anna Nagar,36000,,Chennai,Contact Agent
3,1450,2,2,Unfurnished,Bachelors/Family,Super Area,Madipakkam,70000,,Chennai,Contact Owner
2,590,1,1,Unfurnished,Bachelors/Family,Super Area,Choolaimedu,12500,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Anna Nagar West Extension,18000,,Chennai,Contact Owner
2,800,1,1,Semi-Furnished,Bachelors/Family,Super Area,Ramapuram,10000,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Sholinganallur,18000,,Chennai,Contact Owner
3,1650,3,3,Semi-Furnished,Family,Super Area,Vadapalani,37000,,Chennai,Contact Agent
2,700,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Thiruvanmiyur,18000,,Chennai,Contact Owner
3,1280,2,2,Semi-Furnished,Bachelors/Family,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",25000,,Chennai,Contact Owner
2,700,2,2,Unfurnished,Bachelors/Family,Super Area,"Zamin Pallavaram, Pallavaram",10000,,Chennai,Contact Owner
2,980,2,2,Unfurnished,Bachelors/Family,Super Area,Purasaiwakkam,15000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Ramapuram,15000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Family,Super Area,Virugambakkam,9000,,Chennai,Contact Owner
2,1200,2,2,Unfurnished,Bachelors/Family,Super Area,Porur,14000,,Chennai,Contact Owner
2,650,2,2,Semi-Furnished,Bachelors/Family,Super Area,Jalladian Pet,8500,,Chennai,Contact Owner
3,1903,3,3,Semi-Furnished,Bachelors/Family,Super Area,Old Mahabalipuram Road,35000,,Chennai,Contact Owner
2,650,1,1,Semi-Furnished,Bachelors/Family,Super Area,Arcot Road Virugambakkam,10000,,Chennai,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,Housing Board,5000,,Chennai,Contact Owner
2,900,2,2,Unfurnished,Bachelors,Carpet Area,besant nagar Chennai,23000,,Chennai,Contact Owner
2,550,1,1,Unfurnished,Family,Super Area,Ashok Nagar,15000,,Chennai,Contact Owner
2,750,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Adyar, Sardar Patel Road",18500,,Chennai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Velachery,28000,,Chennai,Contact Owner
3,1050,3,3,Semi-Furnished,Family,Carpet Area,Vadapalani,32000,,Chennai,Contact Agent
1,650,2,2,Furnished,Family,Carpet Area,"Mattan Kuppam, Triplicane",14000,,Chennai,Contact Owner
1,400,1,1,Semi-Furnished,Bachelors/Family,Super Area,Injambakkam,7000,,Chennai,Contact Owner
3,1075,3,3,Semi-Furnished,Family,Carpet Area,Vadapalani,33000,,Chennai,Contact Agent
3,2000,3,3,Semi-Furnished,Bachelors,Carpet Area,Alwarpet,100000,,Chennai,Contact Agent
2,720,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kasturibai Nagar,18000,,Chennai,Contact Owner
3,1000,2,2,Unfurnished,Bachelors,Carpet Area,Ponniammanmedu,16000,,Chennai,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Ayanavaram,8500,,Chennai,Contact Owner
2,900,2,2,Furnished,Bachelors/Family,Super Area,Nandivaram-Guduvancheri,10000,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",13500,,Chennai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kodambakkam,19000,,Chennai,Contact Owner
1,1000,2,2,Unfurnished,Bachelors/Family,Super Area,Ayappakkam,11500,,Chennai,Contact Owner
3,1300,3,3,Semi-Furnished,Family,Super Area,Jawahar Nagar,22000,,Chennai,Contact Owner
3,1383,3,3,Semi-Furnished,Bachelors,Super Area,"Perungalathur, Chennai Bypass Road",12000,,Chennai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors,Carpet Area,Guduvancheri,10000,,Chennai,Contact Owner
2,1500,2,2,Unfurnished,Bachelors,Carpet Area,Madambakkam,15000,,Chennai,Contact Owner
3,1350,2,2,Semi-Furnished,Bachelors,Carpet Area,Anna Nagar West Extension,35000,,Chennai,Contact Agent
3,2000,3,3,Semi-Furnished,Bachelors,Carpet Area,"Adyar, Sardar Patel Road",70000,,Chennai,Contact Agent
3,1200,2,2,Unfurnished,Bachelors,Carpet Area,Anna Nagar West Extension,32000,,Chennai,Contact Agent
3,1912,3,3,Unfurnished,Bachelors,Carpet Area,Alwarthirunagar,35000,,Chennai,Contact Agent
1,500,1,1,Unfurnished,Bachelors,Carpet Area,Old Washermanpet,10000,,Chennai,Contact Owner
2,950,2,2,Unfurnished,Bachelors,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",11000,,Chennai,Contact Owner
2,1000,2,2,Unfurnished,Bachelors,Carpet Area,Kolathur,12000,,Chennai,Contact Owner
3,1600,3,3,Unfurnished,Bachelors,Carpet Area,Prestige Bellavista,40000,,Chennai,Contact Owner
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,Sithalapakkam,8000,,Chennai,Contact Owner
3,1265,2,2,Semi-Furnished,Bachelors/Family,Super Area,Adambakkam,20000,,Chennai,Contact Owner
3,1060,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Urapakkam, Vandalur R.F, GST Road",12000,,Chennai,Contact Owner
2,1050,2,2,Semi-Furnished,Bachelors/Family,Super Area,Medavakkam,15000,,Chennai,Contact Owner
3,1500,3,3,Unfurnished,Bachelors,Carpet Area,Perungudi,27000,,Chennai,Contact Agent
2,890,2,2,Unfurnished,Bachelors,Carpet Area,Oliyas Green court,13000,,Chennai,Contact Owner
2,700,3,3,Unfurnished,Bachelors/Family,Carpet Area,Keelkattalai,9000,,Chennai,Contact Owner
